time,x_2,x_from_y_2,x_3,x_from_y_3,x_4,x_from_y_4,x_5,x_from_y_5
0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
0.03775510204081633,0.5096203833565023,0.5096203848153926,0.5047872907211375,0.5047872744114061,0.5023822328731674,0.5023822146920125,0.5011868684704673,0.501186856785474
0.07551020408163266,0.519618245242283,0.5196182396606575,0.5097147403575054,0.5097147435873606,0.5048104904998209,0.5048104878154848,0.5023879597148102,0.5023879349722713
0.11326530612244898,0.5300162352859846,0.5300162249864792,0.5147893923270948,0.5147893865390385,0.5072863990001839,0.5072864007071106,0.5036035558274542,0.5036035442628923
0.1510204081632653,0.5408388579454757,0.5408388520971302,0.5200186925310349,0.5200186785573814,0.5098116170176772,0.509811613423513,0.5048340013481888,0.5048340041971027
0.18877551020408165,0.5521126854910955,0.5521126760563381,0.525410652445599,0.5254106375285611,0.5123878824876595,0.5123878699128894,0.5060796445424902,0.5060796445645792
0.22653061224489796,0.5638665264776005,0.5638665132336018,0.530973886597516,0.5309738756443682,0.5150170206615285,0.5150170036112657,0.5073408095663421,0.5073408058391512
0.2642857142857143,0.5761317067030318,0.5761316872427983,0.5367176707362079,0.5367176572662755,0.5177009622840629,0.5177009435054064,0.5086178468163325,0.5086178396359963
0.3020408163265306,0.588942339035802,0.5889423076923077,0.5426519821116895,0.542651963827787,0.520441739214174,0.520441720709325,0.5099111269746246,0.5099111091932502
0.33979591836734696,0.6023356141645313,0.6023355869698832,0.5487875903939132,0.548787566809728,0.5232414918938056,0.5232414756068935,0.5112210054443641,0.5112209898795977
0.3775510204081633,0.6163522282649659,0.6163522012578617,0.5551361428591871,0.5551361100027009,0.5261024809510273,0.5261024656193686,0.5125478891551091,0.5125478697295313
0.41530612244897963,0.6310367349738388,0.6310367031551835,0.5617102418279074,0.5617102024866486,0.5290270930687114,0.5290270736638448,0.513892170622001,0.5138921500080914
0.4530612244897959,0.6464380345083821,0.6464379947229552,0.5685235682907933,0.5685235240176765,0.5320178398934495,0.5320178173768547,0.5152542669521358,0.5152542458070424
0.49081632653061225,0.6626099192987546,0.6626098715348209,0.5755909852673663,0.5755909448274968,0.535077386990828,0.5350773591867278,0.5166346075935692,0.5166345866745888
0.5285714285714286,0.6796117065617621,0.6796116504854368,0.5829287050451808,0.5829286622243913,0.5382085479272883,0.538208517329088,0.5180336376618307,0.5180336172809037
0.5663265306122449,0.6975089631210387,0.697508896797153,0.5905544055346331,0.5905543568534369,0.541414315974038,0.5414142779122327,0.5194518171422084,0.519451798121919
0.6040816326530613,0.7163743464146541,0.716374269005848,0.5984874284900081,0.5984873720496733,0.5446978499429468,0.5446978081533862,0.5208896245378545,0.5208896062640275
0.6418367346938776,0.7362885846204149,0.7362885048835462,0.6067489836839447,0.6067489204290133,0.5480625183432625,0.5480624709232602,0.5223475554536551,0.5223475361325562
0.6795918367346939,0.7573416595602096,0.7573415765069551,0.6153623980773363,0.6153623227444768,0.551511892188384,0.5515118407553903,0.5238261226802844,0.5238261003471133
0.7173469387755103,0.7796341410909116,0.7796340493237868,0.624353370666615,0.6243532851374239,0.5550497721080963,0.5550497214987967,0.5253258560185596,0.5253258306071581
0.7551020408163266,0.8032787924526918,0.8032786885245903,0.6337503208555025,0.6337502222976298,0.5586802146439702,0.558680165818219,0.526847305324605,0.5268472786314365
0.7928571428571429,0.828402483559175,0.8284023668639053,0.6435847547646762,0.6435846357954428,0.5624075476817402,0.5624074967761548,0.528391047311548,0.5283910171552233
0.8306122448979593,0.8551484775352994,0.8551483420593368,0.653891694162727,0.6538915590751027,0.5662363880024456,0.5662363317660201,0.5299576751302977,0.529957640989659
0.8683673469387756,0.8836791493333067,0.8836789900811542,0.6647102459157055,0.6647100834503544,0.5701716689264832,0.570171609106934,0.5315478030001097,0.5315477681478386
0.9061224489795918,0.9141792871308727,0.914179104477612,0.6760841574461268,0.6760839831254739,0.5742186839541611,0.5742186176591232,0.5331620806321103,0.5331620410427192
0.9438775510204082,0.946860119446517,0.9468599033816424,0.6880626547729762,0.6880624620561867,0.5783831028738226,0.5783830298762298,0.5348011724763652,0.5348011277623701
0.9816326530612245,0.9819641615831658,0.9819639278557114,0.7007012672947739,0.7007010517530681,0.5826710177677689,0.5826709387787148,0.5364657700566623,0.5364657234285788
1.019387755102041,1.0197713418414798,1.0197710718002082,0.7140629422069185,0.714062697457376,0.5870889891161721,0.5870888994133305,0.538156600991445,0.5381565516453866
1.0571428571428572,1.0606063689076668,1.0606060606060606,0.7282193653796583,0.7282190812544191,0.591644071205429,0.5916439754600907,0.5398744191590239,0.5398743660447268
1.0948979591836736,1.104848155944789,1.1048478015783543,0.743252553439334,0.7432522457343652,0.5963439013382561,0.5963437917637832,0.5416200080270722,0.5416199519370175
1.1326530612244898,1.1529415831234364,1.1529411764705884,0.7592569440662709,0.7592566023652967,0.6011967128584375,0.6011965937062103,0.5433941848210458,0.5433941280753027
1.1704081632653063,1.2054125057660443,1.2054120541205415,0.7763418198777511,0.7763414371655495,0.6062114489074815,0.6062113145035046,0.545197804816608,0.5451977485423655
1.2081632653061225,1.2628871181488464,1.2628865979381445,0.7946344986159212,0.7946340660763748,0.6113978046286365,0.6113976517170101,0.5470317601603716,0.5470317047711556
1.2459183673469387,1.3261169755785216,1.3261163734776724,0.8142843301379191,0.814283848997901,0.616766314134589,0.6167661545151819,0.5488969830436456,0.5488969277098952
1.2836734693877552,1.3960120883048153,1.3960113960113962,0.8354678902642988,0.8354673530460052,0.6223284922605715,0.6223283235290696,0.5507944471291062,0.5507943901443684
1.3214285714285714,1.4736850054443473,1.4736842105263157,0.858395681034887,0.8583950752789522,0.6280969080564996,0.6280967255197876,0.5527251694020734,0.5527251091911687
1.3591836734693878,1.5605104754791563,1.5605095541401277,0.8833210025871114,0.8833203139688706,0.6340853246813154,0.6340851255418194,0.5546902132330869,0.5546901489771009
1.396938775510204,1.6582075091118833,1.6582064297800339,0.9105518178833362,0.9105510501284468,0.6403088574380421,0.6403086398657001,0.5566906902152668,0.5566906235215228
1.4346938775510205,1.7689543250606379,1.7689530685920578,0.9404670040767025,0.9404661260758036,0.6467841507341467,0.646783913649923,0.558727769475365,0.5587276998401923
1.4724489795918367,1.8955527407290191,1.895551257253385,0.9735386925405342,0.9735376873170821,0.6535295920504657,0.6535293282676626,0.5608026761631214,0.5608026012911889
1.5102040816326532,2.0416684257618924,2.041666666666667,1.010364119452931,1.0103629710818454,0.6605655318572106,0.6605652443562213,0.5629166917881894,0.5629166111857199
1.5479591836734694,2.212191745356735,2.212189616252824,1.051711762313593,1.0517104202804162,0.6679145919912419,0.6679142881428443,0.565071160059452,0.5650710766891641
1.5857142857142859,2.413795692020663,2.413793103448274,1.0985899946287387,1.0985884360051037,0.6756020160169981,0.6756016905139801,0.5672675011595089,0.5672674130405531
1.623469387755102,2.655829766326708,2.6558265582655816,1.1523530503317836,1.1523511960911876,0.6836560438308806,0.6836556907790415,0.5695072038799915,0.5695071081219273
1.6612244897959185,2.9518112681577873,2.951807228915662,1.2148699437260553,1.2148677353760906,0.6921084090534997,0.692108020331852,0.5717918303138473,0.5717917274126579
1.6989795918367347,3.3220391486235386,3.322033898305085,1.2888071673940567,1.288804465057653,0.7009949078398959,0.7009944857095974,0.5741230258339103,0.5741229193679763
1.7367346938775512,3.7984566225098915,3.798449612403103,1.378127038999633,1.3781236541767765,0.710356141410008,0.7103556762810365,0.5765025355859958,0.5765024212656676
1.7744897959183674,4.434398928862989,4.434389140271499,1.4890290467628156,1.4890247043403106,0.7202383250057884,0.7202378295224559,0.5789321911991571,0.5789320655702628
1.8122448979591836,5.326101409939109,5.326086956521751,1.6318892454334302,1.631883414420547,0.7306944381564622,0.7306938973728777,0.5814139209257642,0.581413786870192
1.85,6.666689743178505,6.666666666666651,1.8257501994627505,1.825741858350557,0.7417854616201098,0.741784871693015,0.5839497670313313,0.5839496294503805
